Request id,Pickup point,Driver ID,Status,Pickup Date,Pickup Time,Drop Date,Drop Time,Day Of Week,Hour_of_Pickup,Time_slots,Ride_Sucess,Car_Avaibility
981,City,164,Trip Completed,07-11-2016,7:00:59 PM,07-11-2016,7:38:59 PM,Monday,19,Evening,Full_Filled,Availaible
982,Airport,0,No Cars Available,07-11-2016,7:00:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
983,Airport,0,No Cars Available,07-11-2016,6:58:00 PM,NA,NA,Monday,18,Evening,Not Availaible,No Car Availaible
984,Airport,0,No Cars Available,07-11-2016,7:02:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
985,City,0,No Cars Available,07-11-2016,6:58:00 PM,NA,NA,Monday,18,Evening,Not Availaible,No Car Availaible
986,Airport,0,No Cars Available,07-11-2016,7:00:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
987,Airport,0,No Cars Available,07-11-2016,6:59:00 PM,NA,NA,Monday,18,Evening,Not Availaible,No Car Availaible
988,Airport,0,No Cars Available,07-11-2016,7:02:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
989,Airport,0,No Cars Available,07-11-2016,6:56:59 PM,NA,NA,Monday,18,Evening,Not Availaible,No Car Availaible
990,Airport,0,No Cars Available,07-11-2016,7:02:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
991,Airport,0,No Cars Available,07-11-2016,7:02:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
992,City,263,Trip Completed,07-11-2016,6:59:59 PM,07-11-2016,8:12:00 PM,Monday,18,Evening,Full_Filled,Availaible
993,City,297,Trip Completed,07-11-2016,6:59:59 PM,07-11-2016,7:41:00 PM,Monday,18,Evening,Full_Filled,Availaible
994,Airport,0,No Cars Available,07-11-2016,7:02:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
995,Airport,47,Trip Completed,07-11-2016,7:11:00 PM,07-11-2016,7:32:59 PM,Monday,19,Evening,Full_Filled,Availaible
996,Airport,0,No Cars Available,07-11-2016,7:09:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
997,Airport,0,No Cars Available,07-11-2016,7:05:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
998,Airport,145,Trip Completed,07-11-2016,7:00:59 PM,07-11-2016,7:47:59 PM,Monday,19,Evening,Full_Filled,Availaible
999,City,212,Trip Completed,07-11-2016,7:05:59 PM,07-11-2016,8:19:59 PM,Monday,19,Evening,Full_Filled,Availaible
1000,Airport,0,No Cars Available,07-11-2016,7:02:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1001,Airport,0,No Cars Available,07-11-2016,7:05:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1002,Airport,129,Trip Completed,07-11-2016,7:14:00 PM,07-11-2016,8:00:59 PM,Monday,19,Evening,Full_Filled,Availaible
1003,Airport,0,No Cars Available,07-11-2016,7:12:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1004,Airport,0,No Cars Available,07-11-2016,7:11:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1005,City,78,Trip Completed,07-11-2016,7:06:59 PM,07-11-2016,7:53:00 PM,Monday,19,Evening,Full_Filled,Availaible
1006,Airport,125,Trip Completed,07-11-2016,7:08:00 PM,07-11-2016,7:40:00 PM,Monday,19,Evening,Full_Filled,Availaible
1007,City,124,Trip Completed,07-11-2016,7:14:00 PM,07-11-2016,7:45:59 PM,Monday,19,Evening,Full_Filled,Availaible
1008,Airport,293,Trip Completed,07-11-2016,7:05:00 PM,07-11-2016,8:09:00 PM,Monday,19,Evening,Full_Filled,Availaible
1009,Airport,0,No Cars Available,07-11-2016,7:11:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1010,City,134,Trip Completed,07-11-2016,7:14:00 PM,07-11-2016,8:09:00 PM,Monday,19,Evening,Full_Filled,Availaible
1011,Airport,168,Cancelled,07-11-2016,7:08:00 PM,NA,NA,Monday,19,Evening,Cancelled,Availaible
1012,City,13,Trip Completed,07-11-2016,7:15:00 PM,07-11-2016,7:57:00 PM,Monday,19,Evening,Full_Filled,Availaible
1013,Airport,0,No Cars Available,07-11-2016,7:15:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1014,Airport,128,Trip Completed,07-11-2016,7:14:00 PM,07-11-2016,8:06:00 PM,Monday,19,Evening,Full_Filled,Availaible
1015,City,182,Trip Completed,07-11-2016,7:15:00 PM,07-11-2016,8:10:59 PM,Monday,19,Evening,Full_Filled,Availaible
1016,Airport,0,No Cars Available,07-11-2016,7:15:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1017,Airport,0,No Cars Available,07-11-2016,7:16:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1018,Airport,0,No Cars Available,07-11-2016,7:16:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1019,Airport,0,No Cars Available,07-11-2016,7:21:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1020,Airport,157,Trip Completed,07-11-2016,7:16:59 PM,07-11-2016,8:07:59 PM,Monday,19,Evening,Full_Filled,Availaible
1021,Airport,0,No Cars Available,07-11-2016,7:19:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1022,Airport,0,No Cars Available,07-11-2016,7:21:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1023,Airport,0,No Cars Available,07-11-2016,7:18:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1024,Airport,122,Trip Completed,07-11-2016,7:19:59 PM,07-11-2016,8:19:59 PM,Monday,19,Evening,Full_Filled,Availaible
1025,Airport,0,No Cars Available,07-11-2016,7:18:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1026,Airport,0,No Cars Available,07-11-2016,7:18:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1027,Airport,15,Trip Completed,07-11-2016,7:18:00 PM,07-11-2016,8:23:59 PM,Monday,19,Evening,Full_Filled,Availaible
1028,Airport,0,No Cars Available,07-11-2016,7:16:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1029,Airport,0,No Cars Available,07-11-2016,7:15:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1030,Airport,195,Cancelled,07-11-2016,7:14:00 PM,NA,NA,Monday,19,Evening,Cancelled,Availaible
1031,Airport,0,No Cars Available,07-11-2016,7:24:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1032,Airport,0,No Cars Available,07-11-2016,7:24:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1033,Airport,0,No Cars Available,07-11-2016,7:30:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1034,Airport,58,Cancelled,07-11-2016,7:27:00 PM,NA,NA,Monday,19,Evening,Cancelled,Availaible
1035,Airport,0,No Cars Available,07-11-2016,7:28:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1036,Airport,0,No Cars Available,07-11-2016,7:32:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1037,Airport,0,No Cars Available,07-11-2016,7:31:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1038,Airport,0,No Cars Available,07-11-2016,7:34:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1039,City,7,Trip Completed,07-11-2016,7:31:00 PM,07-11-2016,8:41:00 PM,Monday,19,Evening,Full_Filled,Availaible
1040,City,283,Trip Completed,07-11-2016,7:32:59 PM,07-11-2016,8:15:00 PM,Monday,19,Evening,Full_Filled,Availaible
1041,Airport,0,No Cars Available,07-11-2016,7:34:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1042,Airport,0,No Cars Available,07-11-2016,7:32:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1043,Airport,0,No Cars Available,07-11-2016,7:34:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1044,City,261,Trip Completed,07-11-2016,7:34:59 PM,07-11-2016,8:17:59 PM,Monday,19,Evening,Full_Filled,Availaible
1045,City,0,No Cars Available,07-11-2016,7:40:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1046,Airport,132,Trip Completed,07-11-2016,7:31:00 PM,07-11-2016,8:12:00 PM,Monday,19,Evening,Full_Filled,Availaible
1047,Airport,0,No Cars Available,07-11-2016,7:38:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1048,Airport,0,No Cars Available,07-11-2016,7:41:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1049,Airport,0,No Cars Available,07-11-2016,7:40:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1050,Airport,8,Trip Completed,07-11-2016,7:38:59 PM,07-11-2016,8:29:59 PM,Monday,19,Evening,Full_Filled,Availaible
1051,Airport,164,Cancelled,07-11-2016,7:44:00 PM,NA,NA,Monday,19,Evening,Cancelled,Availaible
1052,Airport,295,Trip Completed,07-11-2016,7:41:59 PM,07-11-2016,8:54:00 PM,Monday,19,Evening,Full_Filled,Availaible
1053,Airport,0,No Cars Available,07-11-2016,7:44:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1054,Airport,0,No Cars Available,07-11-2016,7:41:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1055,City,0,No Cars Available,07-11-2016,7:45:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1056,City,185,Trip Completed,07-11-2016,7:48:59 PM,07-11-2016,8:28:00 PM,Monday,19,Evening,Full_Filled,Availaible
1057,Airport,233,Trip Completed,07-11-2016,7:53:00 PM,07-11-2016,8:42:00 PM,Monday,19,Evening,Full_Filled,Availaible
1058,Airport,0,No Cars Available,07-11-2016,7:47:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1059,Airport,258,Trip Completed,07-11-2016,7:48:59 PM,07-11-2016,9:02:59 PM,Monday,19,Evening,Full_Filled,Availaible
1060,City,274,Trip Completed,07-11-2016,7:50:00 PM,07-11-2016,8:48:00 PM,Monday,19,Evening,Full_Filled,Availaible
1061,Airport,0,No Cars Available,07-11-2016,7:44:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1062,Airport,0,No Cars Available,07-11-2016,7:53:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1063,Airport,0,No Cars Available,07-11-2016,7:50:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1064,City,31,Trip Completed,07-11-2016,7:53:00 PM,07-11-2016,8:30:59 PM,Monday,19,Evening,Full_Filled,Availaible
1065,Airport,218,Trip Completed,07-11-2016,7:50:59 PM,07-11-2016,8:42:59 PM,Monday,19,Evening,Full_Filled,Availaible
1066,Airport,270,Trip Completed,07-11-2016,7:57:59 PM,07-11-2016,8:51:00 PM,Monday,19,Evening,Full_Filled,Availaible
1067,Airport,0,No Cars Available,07-11-2016,7:53:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1068,City,24,Trip Completed,07-11-2016,7:51:59 PM,07-11-2016,8:48:00 PM,Monday,19,Evening,Full_Filled,Availaible
1069,Airport,0,No Cars Available,07-11-2016,7:57:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1070,City,59,Trip Completed,07-11-2016,7:57:59 PM,07-11-2016,8:58:00 PM,Monday,19,Evening,Full_Filled,Availaible
1071,Airport,292,Trip Completed,07-11-2016,7:57:59 PM,07-11-2016,8:32:00 PM,Monday,19,Evening,Full_Filled,Availaible
1072,Airport,0,No Cars Available,07-11-2016,7:54:00 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1073,Airport,0,No Cars Available,07-11-2016,7:57:59 PM,NA,NA,Monday,19,Evening,Not Availaible,No Car Availaible
1074,Airport,0,No Cars Available,07-11-2016,8:00:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1075,City,0,No Cars Available,07-11-2016,8:00:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1076,Airport,0,No Cars Available,07-11-2016,8:01:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1077,Airport,118,Trip Completed,07-11-2016,7:54:59 PM,07-11-2016,8:44:00 PM,Monday,19,Evening,Full_Filled,Availaible
1078,Airport,0,No Cars Available,07-11-2016,8:00:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1079,Airport,0,No Cars Available,07-11-2016,8:00:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1080,Airport,107,Trip Completed,07-11-2016,7:59:00 PM,07-11-2016,8:38:00 PM,Monday,19,Evening,Full_Filled,Availaible
1081,Airport,0,No Cars Available,07-11-2016,8:06:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1082,Airport,0,No Cars Available,07-11-2016,8:06:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1083,Airport,0,No Cars Available,07-11-2016,8:03:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1084,Airport,137,Trip Completed,07-11-2016,7:59:00 PM,07-11-2016,8:32:59 PM,Monday,19,Evening,Full_Filled,Availaible
1085,City,200,Trip Completed,07-11-2016,8:03:00 PM,07-11-2016,8:58:00 PM,Monday,20,Evening,Full_Filled,Availaible
1086,Airport,244,Trip Completed,07-11-2016,8:01:59 PM,07-11-2016,8:33:59 PM,Monday,20,Evening,Full_Filled,Availaible
1087,Airport,0,No Cars Available,07-11-2016,8:09:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1088,Airport,0,No Cars Available,07-11-2016,8:06:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1089,Airport,0,No Cars Available,07-11-2016,8:04:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1090,Airport,0,No Cars Available,07-11-2016,8:03:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1091,Airport,0,No Cars Available,07-11-2016,8:04:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1092,Airport,0,No Cars Available,07-11-2016,8:13:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1093,Airport,0,No Cars Available,07-11-2016,8:06:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1094,Airport,249,Trip Completed,07-11-2016,8:12:00 PM,07-11-2016,9:17:59 PM,Monday,20,Evening,Full_Filled,Availaible
1095,Airport,0,No Cars Available,07-11-2016,8:12:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1096,Airport,0,No Cars Available,07-11-2016,8:10:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1097,City,227,Trip Completed,07-11-2016,8:10:59 PM,07-11-2016,9:01:59 PM,Monday,20,Evening,Full_Filled,Availaible
1098,City,194,Trip Completed,07-11-2016,8:15:00 PM,07-11-2016,9:02:59 PM,Monday,20,Evening,Full_Filled,Availaible
1099,Airport,0,No Cars Available,07-11-2016,8:15:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1100,Airport,162,Trip Completed,07-11-2016,8:10:00 PM,07-11-2016,8:51:59 PM,Monday,20,Evening,Full_Filled,Availaible
1101,City,262,Trip Completed,07-11-2016,8:06:59 PM,07-11-2016,9:01:00 PM,Monday,20,Evening,Full_Filled,Availaible
1102,Airport,0,No Cars Available,07-11-2016,8:07:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1103,Airport,0,No Cars Available,07-11-2016,8:12:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1104,Airport,36,Trip Completed,07-11-2016,8:16:59 PM,07-11-2016,9:20:00 PM,Monday,20,Evening,Full_Filled,Availaible
1105,Airport,0,No Cars Available,07-11-2016,8:17:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1106,Airport,0,No Cars Available,07-11-2016,8:10:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1107,City,103,Cancelled,07-11-2016,8:13:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1108,City,281,Trip Completed,07-11-2016,8:10:59 PM,07-11-2016,8:52:59 PM,Monday,20,Evening,Full_Filled,Availaible
1109,City,286,Cancelled,07-11-2016,8:23:00 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1110,City,126,Trip Completed,07-11-2016,8:16:59 PM,07-11-2016,9:30:00 PM,Monday,20,Evening,Full_Filled,Availaible
1111,Airport,0,No Cars Available,07-11-2016,8:22:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1112,Airport,77,Trip Completed,07-11-2016,8:15:00 PM,07-11-2016,9:07:00 PM,Monday,20,Evening,Full_Filled,Availaible
1113,City,105,Trip Completed,07-11-2016,8:17:59 PM,07-11-2016,8:55:00 PM,Monday,20,Evening,Full_Filled,Availaible
1114,Airport,134,Cancelled,07-11-2016,8:19:00 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1115,Airport,199,Cancelled,07-11-2016,8:23:00 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1116,Airport,150,Cancelled,07-11-2016,8:25:00 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1117,Airport,235,Cancelled,07-11-2016,8:16:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1118,Airport,0,No Cars Available,07-11-2016,8:23:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1119,Airport,226,Trip Completed,07-11-2016,8:30:59 PM,07-11-2016,9:13:00 PM,Monday,20,Evening,Full_Filled,Availaible
1120,Airport,0,No Cars Available,07-11-2016,8:29:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1121,Airport,0,No Cars Available,07-11-2016,8:23:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1122,Airport,0,No Cars Available,07-11-2016,8:29:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1123,City,25,Trip Completed,07-11-2016,8:19:59 PM,07-11-2016,9:17:59 PM,Monday,20,Evening,Full_Filled,Availaible
1124,Airport,0,No Cars Available,07-11-2016,8:23:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1125,City,0,No Cars Available,07-11-2016,8:29:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1126,Airport,0,No Cars Available,07-11-2016,8:28:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1127,Airport,0,No Cars Available,07-11-2016,8:29:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1128,Airport,0,No Cars Available,07-11-2016,8:29:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1129,Airport,256,Trip Completed,07-11-2016,8:26:59 PM,07-11-2016,9:34:59 PM,Monday,20,Evening,Full_Filled,Availaible
1130,City,264,Trip Completed,07-11-2016,8:26:59 PM,07-11-2016,9:42:00 PM,Monday,20,Evening,Full_Filled,Availaible
1131,Airport,0,No Cars Available,07-11-2016,8:35:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1132,City,0,No Cars Available,07-11-2016,8:26:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1133,Airport,44,Trip Completed,07-11-2016,8:26:59 PM,07-11-2016,9:30:59 PM,Monday,20,Evening,Full_Filled,Availaible
1134,Airport,84,Cancelled,07-11-2016,8:32:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1135,Airport,106,Trip Completed,07-11-2016,8:36:59 PM,07-11-2016,9:29:00 PM,Monday,20,Evening,Full_Filled,Availaible
1136,Airport,111,Trip Completed,07-11-2016,8:32:00 PM,07-11-2016,9:20:00 PM,Monday,20,Evening,Full_Filled,Availaible
1137,City,209,Cancelled,07-11-2016,8:32:00 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1138,City,215,Trip Completed,07-11-2016,8:29:59 PM,07-11-2016,9:11:59 PM,Monday,20,Evening,Full_Filled,Availaible
1139,Airport,0,No Cars Available,07-11-2016,8:32:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1140,Airport,0,No Cars Available,07-11-2016,8:30:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1141,Airport,0,No Cars Available,07-11-2016,8:38:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1142,City,204,Trip Completed,07-11-2016,8:42:00 PM,07-11-2016,9:40:00 PM,Monday,20,Evening,Full_Filled,Availaible
1143,Airport,0,No Cars Available,07-11-2016,8:36:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1144,Airport,0,No Cars Available,07-11-2016,8:41:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1145,Airport,0,No Cars Available,07-11-2016,8:39:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1146,Airport,0,No Cars Available,07-11-2016,8:39:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1147,Airport,18,Trip Completed,07-11-2016,8:42:00 PM,07-11-2016,9:17:59 PM,Monday,20,Evening,Full_Filled,Availaible
1148,City,0,No Cars Available,07-11-2016,8:45:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1149,Airport,0,No Cars Available,07-11-2016,8:42:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1150,Airport,0,No Cars Available,07-11-2016,8:45:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1151,Airport,181,Trip Completed,07-11-2016,8:39:59 PM,07-11-2016,9:37:59 PM,Monday,20,Evening,Full_Filled,Availaible
1152,Airport,296,Trip Completed,07-11-2016,8:39:00 PM,07-11-2016,9:27:59 PM,Monday,20,Evening,Full_Filled,Availaible
1153,Airport,0,No Cars Available,07-11-2016,8:39:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1154,Airport,0,No Cars Available,07-11-2016,8:46:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1155,Airport,0,No Cars Available,07-11-2016,8:45:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1156,City,233,Cancelled,07-11-2016,8:45:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1157,Airport,0,No Cars Available,07-11-2016,8:46:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1158,Airport,0,No Cars Available,07-11-2016,8:44:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1159,Airport,0,No Cars Available,07-11-2016,8:45:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1160,Airport,0,No Cars Available,07-11-2016,8:46:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1161,Airport,0,No Cars Available,07-11-2016,8:46:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1162,Airport,169,Cancelled,07-11-2016,8:42:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1163,City,245,Trip Completed,07-11-2016,8:46:59 PM,07-11-2016,9:50:59 PM,Monday,20,Evening,Full_Filled,Availaible
1164,City,284,Trip Completed,07-11-2016,8:49:59 PM,07-11-2016,9:39:00 PM,Monday,20,Evening,Full_Filled,Availaible
1165,City,0,No Cars Available,07-11-2016,8:48:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1166,Airport,0,No Cars Available,07-11-2016,8:48:59 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1167,Airport,16,Trip Completed,07-11-2016,8:49:59 PM,07-11-2016,9:52:00 PM,Monday,20,Evening,Full_Filled,Availaible
1168,Airport,0,No Cars Available,07-11-2016,8:48:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1169,Airport,0,No Cars Available,07-11-2016,8:54:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1170,City,213,Trip Completed,07-11-2016,8:55:00 PM,07-11-2016,9:27:59 PM,Monday,20,Evening,Full_Filled,Availaible
1171,City,242,Trip Completed,07-11-2016,8:48:59 PM,07-11-2016,9:47:59 PM,Monday,20,Evening,Full_Filled,Availaible
1172,Airport,155,Cancelled,07-11-2016,8:48:59 PM,NA,NA,Monday,20,Evening,Cancelled,Availaible
1173,Airport,0,No Cars Available,07-11-2016,8:57:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1174,Airport,0,No Cars Available,07-11-2016,8:58:00 PM,NA,NA,Monday,20,Evening,Not Availaible,No Car Availaible
1175,City,246,Trip Completed,07-11-2016,8:57:00 PM,07-11-2016,10:05:00 PM,Monday,20,Evening,Full_Filled,Availaible
1176,Airport,0,No Cars Available,07-11-2016,9:01:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1177,Airport,0,No Cars Available,07-11-2016,9:02:59 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1178,City,20,Trip Completed,07-11-2016,9:04:59 PM,07-11-2016,10:05:59 PM,Monday,21,Night,Full_Filled,Availaible
1179,City,5,Trip Completed,07-11-2016,8:58:00 PM,07-11-2016,9:45:00 PM,Monday,20,Evening,Full_Filled,Availaible
1180,Airport,22,Trip Completed,07-11-2016,9:01:00 PM,07-11-2016,10:14:00 PM,Monday,21,Night,Full_Filled,Availaible
1181,Airport,91,Trip Completed,07-11-2016,9:04:00 PM,07-11-2016,10:05:59 PM,Monday,21,Night,Full_Filled,Availaible
1182,Airport,0,No Cars Available,07-11-2016,9:00:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1183,City,12,Trip Completed,07-11-2016,9:04:59 PM,07-11-2016,9:37:59 PM,Monday,21,Night,Full_Filled,Availaible
1184,City,120,Trip Completed,07-11-2016,9:01:00 PM,07-11-2016,10:11:00 PM,Monday,21,Night,Full_Filled,Availaible
1185,Airport,0,No Cars Available,07-11-2016,9:04:59 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1186,City,197,Trip Completed,07-11-2016,9:04:59 PM,07-11-2016,10:15:59 PM,Monday,21,Night,Full_Filled,Availaible
1187,Airport,248,Trip Completed,07-11-2016,9:10:00 PM,07-11-2016,9:53:00 PM,Monday,21,Night,Full_Filled,Availaible
1188,City,0,No Cars Available,07-11-2016,9:14:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1189,Airport,0,No Cars Available,07-11-2016,9:08:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1190,Airport,166,Cancelled,07-11-2016,9:13:00 PM,NA,NA,Monday,21,Night,Cancelled,Availaible
1191,Airport,0,No Cars Available,07-11-2016,9:10:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1192,Airport,0,No Cars Available,07-11-2016,9:14:59 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1193,Airport,0,No Cars Available,07-11-2016,9:17:00 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1194,Airport,0,No Cars Available,07-11-2016,9:14:59 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
1195,Airport,0,No Cars Available,07-11-2016,9:14:59 PM,NA,NA,Monday,21,Night,Not Availaible,No Car Availaible
